,Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
2242,Vanuatu,0.027,49.05165609584215,117.0,700804286.0,139.0,0.016,0.1,0.055,73.0,0.7,236299,0
2243,Antigua and Barbuda,0.017,41.0,513.0,1135555556.0,736.0,0.009,0.5,0.11,78.0,1.9,87233,2
2244,Argentina,0.017,49.05165609584215,8529.0,15493320082.0,751.0,0.013,0.5,0.106,79.0,1.4,40374224,1
2245,Aruba,0.011,49.05165609584215,2321.0,2467703911.0,193.0,0.02,0.6,0.107,77.0,1.3,101597,2
2246,"Bahamas, The",0.016,44.9,2464.0,7888087000.0,193.0,0.011,0.4,0.055,78.0,1.2,360498,2
2247,Barbados,0.013,49.05165609584215,1503.0,4433700000.0,978.0,0.014,0.7,0.087,77.0,1.2,280396,2
2248,Belize,0.024,33.2,422.0,1398500000.0,265.0,0.016,0.1,0.139,76.0,0.6,308595,2
2249,Bermuda,0.012,49.05165609584215,477.0,5744414000.0,193.0,0.02,0.8,0.119,82.0,1.4,65124,2
2250,Bolivia,0.026,49.05165609584215,15456.0,19649631308.0,106.0,0.035,0.2,0.099,69.0,0.7,10156601,0
2251,Brazil,0.016,49.05165609584215,8529.0,15493320082.0,989.0,0.015,0.4,0.119,77.0,1.0,5971526,2
2252,Canada,0.011,27.7,8529.0,15493320082.0,193.0,0.005,0.8,0.026,83.0,0.8,34005274,2
2253,Cayman Islands,0.015,49.05165609584215,590.0,15493320082.0,193.0,0.02,0.7,0.119,75.0,1.8,55509,2
2254,Chile,0.014,49.05165609584215,72258.0,217501911334.0,894.0,0.008,0.5,0.048,82.0,1.2,17150760,1
2255,Colombia,0.02,49.05165609584215,75680.0,15493320082.0,418.0,0.016,0.4,0.094,77.0,1.0,46444798,1
2256,Costa Rica,0.016,55.3,7770.0,36298327670.0,750.0,0.009,0.4,0.171,82.0,0.7,4669685,2
2257,Cuba,0.01,49.05165609584215,38364.0,64328220000.0,583.0,0.005,0.2,0.119,81.0,0.1,11281768,2
2258,Curacao,0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,1.4,149311,2
2259,Dominica,0.013,37.0,136.0,475185185.0,400.0,0.011,0.5,0.095,75.0,1.5,71167,2
2260,Dominican Republic,0.022,40.1,20964.0,50980167048.0,278.0,0.026,0.3,0.121,76.0,0.9,10016797,2
2261,Ecuador,0.022,35.3,32636.0,67513698000.0,335.0,0.021,0.3,0.119,79.0,1.0,15001072,2
2262,El Salvador,0.02,34.8,6249.0,21418300000.0,238.0,0.015,0.2,0.119,76.0,1.2,6218195,2
2263,Greenland,0.015,49.05165609584215,634.0,15493320082.0,193.0,0.02,0.6,0.119,73.0,1.0,56905,2
2264,Grenada,0.019,45.3,260.0,771111097.0,438.0,0.012,0.3,0.106,75.0,1.2,104677,2
2265,Guatemala,0.032,40.9,11118.0,41338007893.0,198.0,0.028,0.1,0.133,75.0,1.3,14341576,0
2266,Guyana,0.022,38.8,1701.0,2259288396.0,188.0,0.032,0.3,0.145,68.0,0.7,786126,0
2267,Haiti,0.027,40.4,2120.0,6622541529.0,45.0,0.073,0.1,0.175,64.0,0.4,9896400,0
2268,Honduras,0.027,44.1,8108.0,15839344592.0,176.0,0.021,0.1,0.189,75.0,1.2,7621204,2
2269,Jamaica,0.015,48.7,7158.0,13230844040.0,255.0,0.016,0.3,0.205,76.0,1.2,2690824,2
2270,Mexico,0.02,50.5,8529.0,15493320082.0,603.0,0.014,0.3,0.053,79.0,0.8,5971526,2
2271,Nicaragua,0.024,49.05165609584215,4547.0,8938210560.0,112.0,0.022,0.1,0.133,77.0,0.7,5822209,2
2272,Panama,0.02,43.8,9633.0,28814100000.0,627.0,0.017,0.4,0.077,80.0,1.8,3678128,2
2273,Paraguay,0.024,35.0,5075.0,20030529733.0,271.0,0.021,0.2,0.119,74.0,0.9,6459721,2
2274,Peru,0.021,37.1,57579.0,148509857547.0,257.0,0.015,0.3,0.19,77.0,1.0,29262830,1
2275,Puerto Rico,0.011,49.05165609584215,8529.0,98381268000.0,193.0,0.02,0.5,0.119,82.0,0.8,3721208,1
2276,Sint Maarten (Dutch part),0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,37850,2
2277,St. Kitts and Nevis,0.02,52.5,249.0,692222222.0,739.0,0.009,0.8,0.086,75.0,1.5,52352,2
2278,St. Lucia,0.016,34.0,403.0,1252222222.0,525.0,0.014,0.4,0.106,77.0,1.1,177397,2
2280,St. Vincent and the Grenadines,0.017,38.7,209.0,681481481.0,293.0,0.019,0.4,0.092,74.0,1.2,109316,2
2281,Suriname,0.018,27.9,2384.0,4368033802.0,483.0,0.022,0.3,0.116,74.0,1.0,524960,2
2282,Trinidad and Tobago,0.015,33.1,50682.0,20758191858.0,805.0,0.021,0.5,0.093,73.0,1.4,1328095,2
2283,Turks and Caicos Islands,0.02,49.05165609584215,161.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,30993,2
2284,United States,0.013,46.5,8529.0,15493320082.0,193.0,0.006,0.7,0.033,81.0,0.9,5971526,2
2285,Uruguay,0.015,41.9,6645.0,38881102075.0,998.0,0.011,0.5,0.103,80.0,1.3,3371982,2
2286,"Venezuela, RB",0.021,51.9,8529.0,15493320082.0,639.0,0.014,0.4,0.183,77.0,1.0,29043283,1
2287,Virgin Islands (U.S.),0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.3,0.119,82.0,0.5,106267,2
2288,Algeria,0.025,49.05165609584215,8529.0,199070864638.0,233.0,0.023,0.1,0.08,72.0,0.9,37762962,1
2289,Angola,0.046,52.1,8529.0,104115863405.0,178.0,0.107,0.1,0.188,53.0,0.5,20180490,0
2290,Benin,0.037,49.05165609584215,8529.0,7294900431.0,34.0,0.06,0.0,0.119,60.0,0.8,9779795,0
2291,Botswana,0.024,49.05165609584215,8529.0,15292424757.0,404.0,0.039,0.1,0.11,46.0,1.5,1986701,0
2292,Burkina Faso,0.042,43.5,8529.0,10395757480.0,39.0,0.068,0.0,0.119,56.0,0.5,15995313,0
2293,Burundi,0.045,51.6,8529.0,2355652064.0,21.0,0.059,0.0,0.132,55.0,0.2,9540362,0
2294,Cameroon,0.038,48.8,8529.0,25486923059.0,64.0,0.064,0.1,0.119,55.0,0.5,21156272,0
2295,Central African Republic,0.035,54.6,8529.0,2195599491.0,19.0,0.1,0.0,0.119,51.0,0.2,4436217,0
2296,Chad,0.047,49.05165609584215,8529.0,12156380062.0,25.0,0.092,0.0,0.119,51.0,0.3,12080037,0
2297,Comoros,0.036,49.05165609584215,8529.0,610372697.0,31.0,0.061,0.1,0.105,62.0,0.3,700216,0
2298,"Congo, Dem. Rep.",0.044,49.05165609584215,8529.0,23831631365.0,15.0,0.09,0.0,0.119,51.0,0.2,5971526,0
2299,"Congo, Rep.",0.038,49.05165609584215,8529.0,14425606793.0,85.0,0.039,0.1,0.119,59.0,0.9,4225359,0
2300,Cote d'Ivoire,0.037,44.0,8529.0,24074553674.0,84.0,0.075,0.0,0.119,51.0,0.9,19389954,0
2301,Djibouti,0.028,37.8,8529.0,1239144502.0,119.0,0.061,0.1,0.106,62.0,0.2,846646,0
2302,"Egypt, Arab Rep.",0.024,43.6,8529.0,15493320082.0,137.0,0.019,0.4,0.11,73.0,1.1,5971526,2
2303,Equatorial Guinea,0.036,44.1,8529.0,15715842151.0,1051.0,0.073,0.1,0.119,54.0,0.7,715996,0
2304,Eritrea,0.038,49.05165609584215,8529.0,2607739837.0,12.0,0.038,0.0,0.119,64.0,0.0,5932852,0
2305,Ethiopia,0.034,30.3,8529.0,31367606700.0,14.0,0.048,0.0,0.119,64.0,0.2,5971526,0
2306,Gabon,0.032,43.5,8529.0,18796191833.0,401.0,0.042,0.1,0.119,64.0,1.5,1594034,0
2307,"Gambia, The",0.043,49.05165609584215,8529.0,898282866.0,24.0,0.051,0.1,0.119,60.0,0.8,1734966,0
2308,Ghana,0.032,33.4,8529.0,39564970070.0,83.0,0.054,0.1,0.119,62.0,0.9,24820706,0
2309,Guinea,0.038,49.05165609584215,8529.0,5067360041.0,27.0,0.069,0.0,0.119,56.0,0.4,11161530,0
2310,Guinea-Bissau,0.038,45.9,8529.0,967762549.0,35.0,0.082,0.0,0.119,55.0,0.5,1624228,0
2311,Kenya,0.036,49.3,8529.0,34313315840.0,35.0,0.05,0.3,0.15,62.0,0.7,42027891,0
2312,Lesotho,0.028,49.05165609584215,8529.0,2487352968.0,146.0,0.073,0.0,0.104,48.0,0.6,2029516,0
2313,Liberia,0.037,42.9,8529.0,1537753885.0,59.0,0.058,0.0,0.138,61.0,0.5,4079697,0
2314,Libya,0.022,49.05165609584215,8529.0,34699395524.0,211.0,0.014,0.1,0.06,77.0,1.6,6103233,2
2315,Madagascar,0.035,37.1,8529.0,9853981624.0,19.0,0.042,0.0,0.119,65.0,0.4,21678934,0
2316,Malawi,0.04,29.0,8529.0,5627898037.0,30.0,0.049,0.0,0.119,54.0,0.3,15457531,0
2317,Mali,0.048,51.1,8529.0,10647545670.0,51.0,0.081,0.0,0.119,54.0,0.8,14416737,0
2318,Mauritania,0.035,49.05165609584215,8529.0,4136083856.0,51.0,0.069,0.0,0.17,63.0,0.9,3702763,0
2319,Mauritius,0.011,27.7,8529.0,11252405860.0,450.0,0.013,0.4,0.089,77.0,1.0,1286051,2
2320,Morocco,0.022,49.6,8529.0,99211339029.0,195.0,0.028,0.5,0.119,72.0,1.1,32059424,1
2321,Mozambique,0.04,37.5,8529.0,12547888400.0,33.0,0.068,0.0,0.191,50.0,0.3,24581367,0
2322,Namibia,0.027,49.05165609584215,8529.0,12451760766.0,486.0,0.036,0.1,0.087,66.0,1.0,2217618,0
2323,Niger,0.05,43.8,8529.0,6411842066.0,25.0,0.064,0.0,0.119,58.0,0.3,16511462,0
2324,Nigeria,0.042,32.7,8529.0,15493320082.0,85.0,0.079,0.3,0.16,52.0,0.6,5971526,0
2325,Rwanda,0.036,31.0,8529.0,6406727020.0,62.0,0.041,0.1,0.119,65.0,0.4,11144315,0
2326,Sao Tome and Principe,0.036,32.5,8529.0,248286778.0,108.0,0.039,0.2,0.119,68.0,0.6,183177,0
2327,Senegal,0.038,45.5,8529.0,14440676498.0,54.0,0.046,0.2,0.119,65.0,0.7,13330737,0
2328,Seychelles,0.019,32.2,8529.0,1059593023.0,413.0,0.012,0.4,0.112,78.0,1.4,87441,2
2329,Sierra Leone,0.038,32.4,8529.0,2932273988.0,82.0,0.02,0.0,0.21,45.0,0.4,5865491,0
2330,Somalia,0.045,49.05165609584215,8529.0,15493320082.0,193.0,0.095,0.0,0.119,56.0,0.2,9907903,0
2331,South Africa,0.021,32.4,8529.0,15493320082.0,670.0,0.034,0.3,0.09,57.0,1.2,5971526,2
2332,South Sudan,0.037,49.05165609584215,8529.0,20782116982.0,32.0,0.068,0.1,0.119,55.0,0.2,10381110,0
2333,Sudan,0.034,36.1,8529.0,67320812663.0,119.0,0.054,0.2,0.119,63.0,0.7,36430923,0
2334,Swaziland,0.031,36.5,8529.0,4145772237.0,270.0,0.058,0.2,0.09,48.0,0.6,1212159,0
2335,Tanzania,0.04,44.9,8529.0,23874165047.0,38.0,0.039,0.0,0.15,61.0,0.6,46354607,0
2336,Togo,0.037,48.9,8529.0,3756023048.0,43.0,0.059,0.0,0.119,57.0,0.4,6472304,0
2337,Tunisia,0.019,49.05165609584215,8529.0,45951129422.0,304.0,0.014,0.4,0.119,77.0,1.2,10673800,2
2338,Uganda,0.044,35.0,8529.0,15493320082.0,41.0,0.049,0.1,0.218,59.0,0.5,35148064,0
2339,Zambia,0.043,49.05165609584215,8529.0,19201691493.0,87.0,0.059,0.1,0.188,57.0,0.6,13633796,0
2340,Zimbabwe,0.032,34.3,8529.0,10956226611.0,193.0,0.058,0.2,0.119,56.0,0.7,13358738,0
2341,Afghanistan,0.037,36.3,8529.0,17870159082.0,48.0,0.074,0.1,0.151,61.0,0.6,29105480,0
2342,Armenia,0.014,38.8,8529.0,10142342770.0,127.0,0.015,0.3,0.178,78.0,1.1,2964120,2
2343,Azerbaijan,0.019,40.0,8529.0,65951627200.0,359.0,0.032,0.5,0.19,74.0,1.1,9173082,2
2344,Bangladesh,0.021,35.0,8529.0,111905616039.0,27.0,0.037,0.1,0.133,71.0,0.6,5971526,1
2345,Bhutan,0.02,40.8,8529.0,1840841618.0,94.0,0.033,0.2,0.14,68.0,0.7,729429,2
2346,Brunei Darussalam,0.016,49.05165609584215,8529.0,16691360399.0,917.0,0.008,0.6,0.055,80.0,1.1,406512,2
2347,Cambodia,0.026,49.05165609584215,8529.0,12829541141.0,49.0,0.036,0.0,0.119,74.0,0.9,14605862,0
2348,China,0.012,49.05165609584215,8529.0,15493320082.0,274.0,0.013,0.4,0.066,76.0,0.7,5971526,2
2349,Georgia,0.014,49.05165609584215,8529.0,14434619972.0,310.0,0.014,0.3,0.15,78.0,1.0,4483350,2
2350,"Hong Kong SAR, China",0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.7,0.05,87.0,2.2,7071600,2
2351,India,0.021,49.05165609584215,8529.0,15493320082.0,62.0,0.045,0.1,0.102,68.0,0.7,5971526,0
2352,Indonesia,0.02,32.2,8529.0,15493320082.0,99.0,0.026,0.1,0.124,72.0,1.0,5971526,2
2353,Japan,0.008,48.4,8529.0,15493320082.0,193.0,0.002,0.8,0.119,86.0,1.0,5971526,2
2354,Kazakhstan,0.023,28.6,8529.0,188048960311.0,458.0,0.018,0.5,0.119,74.0,1.6,16556600,1
2355,"Korea, Dem. Rep.",0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.024,0.1,0.119,73.0,0.0,24631291,2
2356,"Korea, Rep.",0.009,28.7,8529.0,15493320082.0,193.0,0.003,0.8,0.058,84.0,1.1,5971526,2
2357,Kyrgyz Republic,0.027,33.4,8529.0,6197766119.0,71.0,0.025,0.2,0.119,74.0,1.2,5514600,2
2358,Lao PDR,0.028,31.9,8529.0,8254088067.0,35.0,0.057,0.1,0.119,69.0,0.8,6521314,0
2359,"Macao SAR, China",0.01,49.05165609584215,8529.0,36634742799.0,193.0,0.02,0.6,0.053,82.0,2.5,546278,2
2360,Malaysia,0.018,34.0,8529.0,15493320082.0,384.0,0.007,0.6,0.049,77.0,1.3,28758968,2
2361,Maldives,0.022,49.05165609584215,8529.0,2162990126.0,525.0,0.01,0.3,0.102,78.0,1.6,331964,2
2362,Mongolia,0.023,49.05165609584215,8529.0,8761426371.0,190.0,0.028,0.1,0.166,71.0,1.1,2754209,2
2363,Myanmar,0.018,49.05165609584215,8529.0,15493320082.0,19.0,0.042,0.0,0.163,67.0,0.0,5971526,0
2364,Nepal,0.022,31.5,8529.0,18850351853.0,41.0,0.035,0.1,0.119,69.0,0.5,27156367,0
2365,Pakistan,0.026,34.6,8529.0,213685918599.0,36.0,0.072,0.1,0.144,67.0,0.6,5971526,1
2366,Philippines,0.025,44.5,8529.0,224095219329.0,105.0,0.025,0.3,0.067,72.0,1.0,5971526,1
2367,Singapore,0.01,49.05165609584215,8529.0,15493320082.0,193.0,0.002,0.7,0.054,84.0,1.5,5183700,2
2368,Sri Lanka,0.018,49.05165609584215,8529.0,59178013928.0,93.0,0.009,0.2,0.094,77.0,0.9,20869000,2
2369,Tajikistan,0.033,49.05165609584215,8529.0,6522732203.0,48.0,0.043,0.1,0.119,71.0,0.8,7814850,0
2370,Thailand,0.011,36.9,8529.0,15493320082.0,214.0,0.012,0.2,0.069,77.0,1.2,5971526,2
2371,Timor-Leste,0.036,49.05165609584215,8529.0,1128300000.0,46.0,0.05,0.0,0.11,68.0,0.6,1120392,0
2372,Turkmenistan,0.022,49.05165609584215,8529.0,29233333333.0,114.0,0.05,0.1,0.119,69.0,1.0,5106668,0
2373,Uzbekistan,0.022,49.05165609584215,8529.0,45324319955.0,91.0,0.039,0.3,0.119,71.0,0.9,29339400,2
2374,Vietnam,0.016,40.0,8529.0,135539487317.0,93.0,0.02,0.4,0.17,80.0,1.4,5971526,1
2375,Albania,0.013,31.5,8529.0,12890867763.0,243.0,0.014,0.5,0.124,80.0,1.0,2829337,2
2376,Andorra,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.002,0.8,0.119,75.0,0.8,77865,2
2377,Austria,0.009,52.3,8529.0,15493320082.0,193.0,0.003,0.8,0.119,84.0,1.5,8406187,2
2378,Belarus,0.012,49.05165609584215,8529.0,59734593905.0,311.0,0.004,0.4,0.136,77.0,1.1,9473000,2
2379,Belgium,0.012,57.0,8529.0,15493320082.0,193.0,0.004,0.8,0.119,83.0,1.1,11047744,2
2380,Bosnia and Herzegovina,0.009,49.05165609584215,8529.0,18252896439.0,471.0,0.006,0.6,0.074,79.0,0.8,3839322,2
2381,Bulgaria,0.01,49.05165609584215,8529.0,53542780661.0,522.0,0.011,0.5,0.106,78.0,1.4,7348328,1
2382,Croatia,0.01,49.05165609584215,8529.0,61520901516.0,992.0,0.004,0.6,0.097,80.0,1.2,4280622,2
2383,Cyprus,0.012,49.05165609584215,8529.0,24851264943.0,193.0,0.003,0.6,0.119,82.0,1.0,1116513,2
2384,Czech Republic,0.01,48.1,8529.0,216061200559.0,193.0,0.003,0.7,0.057,81.0,1.2,10496088,1
2385,Denmark,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.003,0.9,0.119,82.0,1.3,5570572,2
2386,Estonia,0.011,57.6,8529.0,22542967739.0,928.0,0.003,0.8,0.061,81.0,1.4,1327439,2
2387,Faeroe Islands,0.012,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.8,0.119,84.0,1.2,49551,2
2388,Finland,0.011,39.0,8529.0,15493320082.0,193.0,0.002,0.9,0.119,84.0,1.7,5388272,1
2389,France,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.8,0.119,86.0,0.9,5971526,2
2390,Germany,0.008,45.6,8529.0,15493320082.0,193.0,0.003,0.8,0.119,83.0,1.1,5971526,2
2391,Greece,0.01,45.9,8529.0,15493320082.0,193.0,0.004,0.5,0.119,84.0,1.1,11123213,1
2392,Hungary,0.009,52.0,8529.0,137452115093.0,1096.0,0.006,0.7,0.083,79.0,1.2,9971727,1
2393,Iceland,0.014,29.6,8529.0,14042801904.0,193.0,0.002,0.9,0.077,84.0,1.1,319014,2
2394,Ireland,0.016,49.05165609584215,8529.0,226035376257.0,193.0,0.003,0.7,0.119,83.0,1.1,4576794,1
2395,Isle of Man,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,84654,2
2396,Italy,0.009,49.05165609584215,8529.0,15493320082.0,193.0,0.003,0.5,0.046,85.0,1.6,5971526,2
2398,Latvia,0.009,37.1,8529.0,28480338368.0,826.0,0.008,0.7,0.064,79.0,1.1,2059709,2
2399,Liechtenstein,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.9,0.119,84.0,1.0,36388,2
2400,Lithuania,0.011,43.1,8529.0,43083067994.0,887.0,0.005,0.6,0.119,79.0,1.6,3028115,2
2401,Luxembourg,0.011,49.05165609584215,8529.0,58009863403.0,193.0,0.002,0.9,0.119,84.0,1.5,518347,1
2402,"Macedonia, FYR",0.011,49.05165609584215,8529.0,10395222334.0,344.0,0.008,0.6,0.089,77.0,1.1,2103890,2
2403,Malta,0.01,41.0,8529.0,9302057270.0,193.0,0.005,0.7,0.047,83.0,1.2,416268,2
2404,Moldova,0.012,30.8,8529.0,7016162818.0,224.0,0.014,0.4,0.144,73.0,0.9,3559986,2
2405,Monaco,0.02,49.05165609584215,8529.0,6074506533.0,193.0,0.003,0.8,0.119,75.0,0.9,37261,2
2406,Montenegro,0.012,49.05165609584215,8529.0,4501753898.0,522.0,0.006,0.4,0.097,77.0,1.9,620644,2
2407,Netherlands,0.011,39.6,8529.0,15493320082.0,193.0,0.004,0.9,0.02,83.0,1.2,16693074,2
2408,Norway,0.012,40.7,8529.0,15493320082.0,193.0,0.003,0.9,0.119,84.0,1.2,4953088,1
2409,Poland,0.01,39.5,8529.0,15493320082.0,915.0,0.005,0.6,0.119,81.0,1.3,38534157,2
2410,Portugal,0.009,42.7,8529.0,15493320082.0,193.0,0.003,0.6,0.119,84.0,1.2,10557560,2
2411,Romania,0.01,43.1,8529.0,182610666616.0,480.0,0.012,0.4,0.121,78.0,1.1,20147528,1
2412,Russian Federation,0.013,46.9,8529.0,15493320082.0,803.0,0.01,0.5,0.085,76.0,1.4,5971526,2
2413,San Marino,0.01,49.05165609584215,8529.0,15493320082.0,193.0,0.003,0.5,0.059,86.0,1.1,31048,2
2414,Serbia,0.009,34.0,8529.0,43749934551.0,622.0,0.006,0.4,0.172,77.0,1.3,7234099,2
2415,Slovak Republic,0.011,47.6,8529.0,95877536836.0,193.0,0.007,0.7,0.119,80.0,1.1,5398384,1
2416,Slovenia,0.011,33.9,8529.0,50250147802.0,193.0,0.003,0.7,0.119,83.0,1.1,2052843,2
2417,Spain,0.01,38.7,8529.0,15493320082.0,193.0,0.004,0.7,0.119,86.0,1.1,46742697,2
2418,Sweden,0.012,52.0,8529.0,15493320082.0,193.0,0.002,0.9,0.119,84.0,1.2,9449213,2
2419,Switzerland,0.01,28.9,8529.0,15493320082.0,193.0,0.004,0.9,0.027,85.0,1.3,7912398,2
2420,Turkey,0.017,40.0,8529.0,15493320082.0,644.0,0.019,0.4,0.119,78.0,0.9,5971526,2
2421,Ukraine,0.011,57.1,8529.0,163421733019.0,262.0,0.01,0.3,0.159,76.0,1.2,45706100,1
2422,United Kingdom,0.013,36.1,8529.0,15493320082.0,193.0,0.004,0.9,0.119,83.0,1.2,5971526,2
2423,Bahrain,0.016,49.05165609584215,8529.0,29044378668.0,766.0,0.006,0.8,0.068,77.0,1.3,1292764,2
2424,"Iran, Islamic Rep.",0.019,44.1,8529.0,15493320082.0,483.0,0.016,0.2,0.11,75.0,0.7,5971526,2
2425,Iraq,0.032,27.8,8529.0,191176927521.0,160.0,0.029,0.1,0.136,73.0,0.8,31760020,1
2426,Israel,0.021,30.2,8529.0,15493320082.0,193.0,0.003,0.7,0.06,84.0,1.2,7765800,1
2427,Jordan,0.028,27.7,8529.0,28840197019.0,386.0,0.017,0.3,0.087,75.0,1.1,6181000,2
2428,Kuwait,0.021,49.05165609584215,8529.0,160600006232.0,193.0,0.009,0.7,0.052,75.0,1.6,3124705,1
2429,Lebanon,0.013,30.2,8529.0,40078938640.0,646.0,0.009,0.5,0.075,82.0,0.8,4382790,2
2430,Oman,0.022,49.05165609584215,8529.0,69971912138.0,610.0,0.01,0.5,0.062,79.0,1.6,3024774,1
2431,Qatar,0.011,49.05165609584215,8529.0,169804731108.0,193.0,0.007,0.7,0.055,79.0,1.2,1910902,1
2432,Saudi Arabia,0.02,49.05165609584215,8529.0,15493320082.0,721.0,0.014,0.5,0.119,77.0,1.9,27761728,2
2433,Syrian Arab Republic,0.025,39.7,8529.0,15493320082.0,102.0,0.013,0.2,0.119,78.0,0.6,21961676,2
2434,United Arab Emirates,0.016,49.05165609584215,8529.0,15493320082.0,193.0,0.007,0.8,0.119,78.0,1.3,8925096,2
2435,"Yemen, Rep.",0.032,32.7,8529.0,29207296703.0,63.0,0.044,0.1,0.119,64.0,0.5,23304206,0
2436,American Samoa,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,55274,2
2437,Australia,0.014,47.3,8529.0,15493320082.0,193.0,0.004,0.8,0.077,84.0,1.0,22340000,2
2438,Fiji,0.021,38.3,8529.0,3753485389.0,167.0,0.02,0.3,0.075,73.0,0.8,867921,2
2439,French Polynesia,0.017,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.5,0.119,78.0,0.8,270874,2
2440,Guam,0.018,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.6,0.119,81.0,0.5,160858,2
2441,Kiribati,0.023,31.8,8529.0,172253739.0,181.0,0.047,0.1,0.119,71.0,0.1,99250,0
2442,Marshall Islands,0.02,49.05165609584215,8529.0,170700000.0,567.0,0.032,0.1,0.119,75.0,0.5,52495,2
2443,"Micronesia, Fed. Sts.",0.024,59.0,8529.0,310287519.0,412.0,0.032,0.2,0.144,70.0,0.3,103424,0
2444,New Caledonia,0.016,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.5,0.119,79.0,0.9,254000,2
2445,New Zealand,0.014,34.4,8529.0,163841041662.0,193.0,0.005,0.8,0.061,83.0,1.1,4405200,1
2446,Papua New Guinea,0.03,42.1,8529.0,12393604089.0,74.0,0.05,0.0,0.108,64.0,0.3,7012977,0
2447,Samoa,0.027,49.05165609584215,8529.0,631791993.0,245.0,0.016,0.1,0.1,76.0,0.5,187429,2
2448,Solomon Islands,0.032,49.05165609584215,8529.0,868574141.0,124.0,0.026,0.1,0.132,69.0,0.5,537997,0
2449,Tonga,0.027,49.05165609584215,8529.0,423038017.0,219.0,0.011,0.3,0.114,75.0,0.5,104554,2
2450,Vanuatu,0.027,49.05165609584215,8529.0,785745262.0,125.0,0.015,0.1,0.055,73.0,0.6,241778,0
2451,Antigua and Barbuda,0.017,41.0,8529.0,1127037037.0,703.0,0.008,0.5,0.109,78.0,2.0,88152,2
2452,Argentina,0.017,49.05165609584215,8529.0,15493320082.0,866.0,0.013,0.5,0.141,80.0,1.5,40728738,1
2453,Aruba,0.011,49.05165609584215,8529.0,2584463687.0,193.0,0.02,0.7,0.097,78.0,0.5,101932,2
2454,"Bahamas, The",0.015,46.6,8529.0,7872584000.0,193.0,0.011,0.7,0.051,78.0,0.8,366331,2
2455,Barbados,0.013,41.1,8529.0,4368900000.0,935.0,0.014,0.7,0.087,77.0,1.2,281804,2
2456,Belize,0.024,33.2,8529.0,1489000000.0,264.0,0.015,0.2,0.134,77.0,0.7,316280,2
2457,Bermuda,0.012,49.05165609584215,8529.0,5550771000.0,193.0,0.02,0.9,0.119,82.0,0.5,64564,2
2458,Bolivia,0.026,49.05165609584215,8529.0,23948541156.0,115.0,0.033,0.3,0.109,69.0,0.8,10324445,0
2459,Brazil,0.015,49.05165609584215,8529.0,15493320082.0,1119.0,0.014,0.5,0.119,77.0,1.2,5971526,2
2460,Canada,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.8,0.03,83.0,0.8,34342780,2
2461,Cayman Islands,0.015,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.7,0.119,75.0,1.7,56601,2
2462,Chile,0.014,49.05165609584215,8529.0,15493320082.0,1022.0,0.007,0.5,0.09,82.0,1.3,17308449,1
2463,Colombia,0.019,49.05165609584215,8529.0,15493320082.0,466.0,0.015,0.4,0.112,77.0,1.0,47078792,1
2464,Costa Rica,0.016,55.3,8529.0,41237296807.0,883.0,0.009,0.4,0.161,82.0,0.9,4737680,2
2465,Cuba,0.01,49.05165609584215,8529.0,68233900000.0,648.0,0.006,0.2,0.119,81.0,0.1,11276053,2
2466,Curacao,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,81.0,1.4,150612,2
2467,Dominica,0.02,37.1,8529.0,491481481.0,402.0,0.011,0.5,0.088,75.0,1.5,71401,2
2468,Dominican Republic,0.022,41.2,8529.0,55433248935.0,293.0,0.025,0.4,0.156,76.0,0.9,10147598,2
2469,Ecuador,0.021,35.3,8529.0,76769729000.0,362.0,0.02,0.3,0.119,79.0,1.0,15246481,2
2470,El Salvador,0.02,34.8,8529.0,23139000000.0,252.0,0.015,0.2,0.119,77.0,1.3,6256242,2
2471,Greenland,0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.6,0.119,75.0,1.0,56890,2
