,Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
211,Botswana,0.027,49.05165609584215,4334.0,5489646903.0,175.0,0.054,0.0,0.158,51.0,0.2,1783349,0
212,Burkina Faso,0.046,49.05165609584215,997.0,2812845486.0,12.0,0.095,0.0,0.119,52.0,0.0,11946080,0
213,Burundi,0.042,49.05165609584215,216.0,876794723.0,7.0,0.089,0.0,0.168,50.0,0.0,6839376,0
214,Cameroon,0.041,49.05165609584215,3421.0,9633109257.0,27.0,0.09,0.0,0.207,53.0,0.0,16350440,0
215,Central African Republic,0.039,49.05165609584215,246.0,931833294.0,10.0,0.02,0.0,0.207,45.0,0.0,3704045,0
216,Chad,0.051,49.05165609584215,172.0,1709347777.0,12.0,0.105,0.0,0.207,48.0,0.0,8620917,0
217,Comoros,0.039,49.05165609584215,88.0,220115655.0,11.0,0.073,0.0,0.12,60.0,0.5,541976,0
218,"Congo, Dem. Rep.",0.047,49.05165609584215,1566.0,7438189100.0,6.0,0.02,0.0,0.119,48.0,0.0,48167045,0
219,"Congo, Rep.",0.039,49.05165609584215,862.0,2794259756.0,21.0,0.075,0.0,0.207,54.0,0.0,3205636,0
220,Cote d'Ivoire,0.038,49.05165609584215,7726.0,10545285037.0,34.0,0.098,0.0,0.119,47.0,0.0,16420173,0
221,Djibouti,0.03,49.05165609584215,385.0,572417441.0,41.0,0.078,0.0,0.115,59.0,0.0,733732,0
222,"Egypt, Arab Rep.",0.025,49.05165609584215,8529.0,97632008051.0,76.0,0.034,0.0,0.133,71.0,0.0,5971526,1
223,Equatorial Guinea,0.039,49.05165609584215,3095.0,1461139008.0,50.0,0.096,0.0,0.207,49.0,0.0,534592,0
224,Eritrea,0.04,49.05165609584215,631.0,752368494.0,7.0,0.056,0.0,0.119,59.0,0.5,4101609,0
225,Ethiopia,0.043,49.05165609584215,4309.0,8080496318.0,6.0,0.087,0.0,0.109,54.0,0.0,5971526,0
226,Gabon,0.034,49.05165609584215,1782.0,4712849280.0,125.0,0.055,0.0,0.207,61.0,0.1,1255299,0
227,"Gambia, The",0.045,49.05165609584215,282.0,687410629.0,25.0,0.062,0.0,0.119,57.0,0.0,1266691,0
228,Ghana,0.034,49.05165609584215,6920.0,5314871684.0,15.0,0.063,0.0,0.119,58.0,0.0,19293392,0
229,Guinea,0.042,49.05165609584215,1298.0,2833442750.0,19.0,0.099,0.0,0.119,51.0,0.0,8895353,0
230,Guinea-Bissau,0.041,49.05165609584215,150.0,384270400.0,15.0,0.106,0.0,0.119,53.0,0.5,1301748,0
231,Kenya,0.039,49.05165609584215,9369.0,12985991723.0,19.0,0.068,0.0,0.197,54.0,0.0,32126351,0
232,Lesotho,0.031,49.05165609584215,8529.0,706430933.0,28.0,0.082,0.0,0.166,46.0,0.0,1871500,0
233,Liberia,0.042,49.05165609584215,502.0,515000000.0,11.0,0.02,0.0,0.221,53.0,0.0,2998770,0
234,Libya,0.022,49.05165609584215,48100.0,28420321952.0,261.0,0.024,0.0,0.07,74.0,0.0,5258677,2
235,Madagascar,0.04,49.05165609584215,1742.0,4529575233.0,14.0,0.067,0.0,0.119,60.0,0.0,16235767,0
236,Malawi,0.045,49.05165609584215,906.0,1716502069.0,8.0,0.097,0.0,0.119,46.0,0.0,11623166,0
237,Mali,0.048,49.05165609584215,546.0,2629739067.0,18.0,0.02,0.0,0.119,49.0,0.0,10562768,0
238,Mauritania,0.038,49.05165609584215,1349.0,1295536829.0,19.0,0.076,0.0,0.225,61.0,0.0,2791403,0
239,Mauritius,0.016,49.05165609584215,2967.0,4536544699.0,147.0,0.015,0.1,0.211,75.0,0.2,1199881,2
240,Morocco,0.021,49.05165609584215,37715.0,37724674865.0,58.0,0.041,0.0,0.133,70.0,0.2,29021156,0
241,Mozambique,0.045,49.05165609584215,1580.0,4075049537.0,12.0,0.109,0.0,0.227,49.0,0.0,18785719,0
242,Namibia,0.031,49.05165609584215,2017.0,3546791603.0,113.0,0.049,0.0,0.145,56.0,0.1,1931282,0
243,Niger,0.053,49.05165609584215,759.0,1945327546.0,12.0,0.098,0.0,0.119,51.0,0.0,11396434,0
244,Nigeria,0.043,49.05165609584215,83351.0,44138014092.0,18.0,0.11,0.0,0.119,47.0,0.0,5971526,0
245,Rwanda,0.04,49.05165609584215,689.0,1674685126.0,8.0,0.101,0.0,0.173,50.0,0.0,8760003,0
246,Sao Tome and Principe,0.037,49.05165609584215,51.0,76553443.0,52.0,0.056,0.1,0.119,65.0,0.5,141783,0
247,Senegal,0.04,49.05165609584215,4331.0,4877602012.0,24.0,0.067,0.0,0.119,60.0,0.0,10119118,0
248,Seychelles,0.018,49.05165609584215,642.0,618433501.0,356.0,0.012,0.1,0.106,75.0,0.5,81202,2
249,Sierra Leone,0.044,49.05165609584215,568.0,1079478388.0,40.0,0.02,0.0,0.119,40.0,0.0,4295667,0
250,Somalia,0.048,49.05165609584215,502.0,15493320082.0,193.0,0.105,0.0,0.119,53.0,0.0,7609265,0
251,South Africa,0.024,49.05165609584215,8529.0,118478986833.0,223.0,0.053,0.1,0.138,57.0,0.2,44909738,1
252,South Sudan,0.042,49.05165609584215,8529.0,15493320082.0,193.0,0.105,0.1,0.119,51.0,0.5,6924455,0
253,Sudan,0.039,49.05165609584215,6370.0,13182872555.0,16.0,0.067,0.0,0.119,60.0,0.0,28434810,0
254,Swaziland,0.032,49.05165609584215,1144.0,1349326983.0,65.0,0.081,0.0,0.133,48.0,0.1,1074761,0
255,Tanzania,0.042,49.05165609584215,3128.0,10383560998.0,11.0,0.076,0.0,0.201,51.0,0.0,34895398,0
256,Togo,0.039,49.05165609584215,1162.0,1332328986.0,14.0,0.075,0.0,0.119,54.0,0.0,4992225,0
257,Tunisia,0.017,49.05165609584215,20818.0,22066101341.0,122.0,0.024,0.0,0.119,75.0,0.0,9673600,2
258,Uganda,0.048,49.05165609584215,1621.0,5840503703.0,17.0,0.085,0.0,0.227,49.0,0.0,25088033,0
259,Zambia,0.045,49.05165609584215,1907.0,3653822712.0,21.0,0.095,0.0,0.119,43.0,0.0,10362137,0
260,Zimbabwe,0.032,49.05165609584215,12563.0,6777384733.0,193.0,0.06,0.0,0.119,43.0,0.0,12586763,0
261,Afghanistan,0.049,49.05165609584215,645.0,2461666315.0,193.0,0.093,0.0,0.119,56.0,0.5,21347782,0
262,Armenia,0.013,49.05165609584215,3542.0,2118467913.0,41.0,0.025,0.0,0.119,75.0,0.0,3059960,2
263,Azerbaijan,0.014,49.05165609584215,28771.0,5707618247.0,31.0,0.057,0.0,0.197,70.0,0.1,8111200,0
264,Bangladesh,0.026,49.05165609584215,32457.0,46987842847.0,10.0,0.062,0.0,0.158,66.0,0.0,5971526,0
265,Bhutan,0.027,49.05165609584215,389.0,476360697.0,51.0,0.056,0.0,0.158,61.0,0.5,580888,0
266,Brunei Darussalam,0.022,49.05165609584215,6197.0,5601090584.0,525.0,0.008,0.1,0.055,78.0,0.4,339114,2
267,Cambodia,0.027,49.05165609584215,2252.0,3979813388.0,20.0,0.076,0.0,0.119,66.0,0.0,12472586,0
268,China,0.013,49.05165609584215,8529.0,15493320082.0,47.0,0.028,0.0,0.059,74.0,0.1,5971526,2
269,Georgia,0.012,49.05165609584215,3770.0,3219487823.0,54.0,0.029,0.0,0.223,76.0,0.1,4386400,2
270,"Hong Kong SAR, China",0.007,49.05165609584215,37972.0,169403241524.0,193.0,0.02,0.4,0.051,85.0,0.8,6714300,1
271,India,0.025,49.05165609584215,8529.0,15493320082.0,21.0,0.064,0.0,0.121,64.0,0.0,5971526,0
272,Indonesia,0.021,49.05165609584215,8529.0,160446947638.0,17.0,0.039,0.0,0.185,70.0,0.0,5971526,1
273,Japan,0.009,49.05165609584215,8529.0,15493320082.0,193.0,0.003,0.4,0.02,85.0,0.6,5971526,2
274,Kazakhstan,0.015,49.05165609584215,8529.0,22152689130.0,53.0,0.036,0.0,0.119,71.0,0.0,14858335,2
275,"Korea, Dem. Rep.",0.017,49.05165609584215,79475.0,15493320082.0,193.0,0.039,0.1,0.119,70.0,0.5,23043449,1
276,"Korea, Rep.",0.012,49.05165609584215,8529.0,15493320082.0,528.0,0.006,0.6,0.077,80.0,0.6,47357362,2
277,Kyrgyz Republic,0.02,49.05165609584215,3781.0,1525113501.0,15.0,0.04,0.0,0.119,73.0,0.0,4945100,0
278,Lao PDR,0.03,49.05165609584215,902.0,1768619058.0,13.0,0.08,0.0,0.119,64.0,0.0,5470169,0
279,"Macao SAR, China",0.008,49.05165609584215,1687.0,6514271488.0,193.0,0.02,0.2,0.08,80.0,0.4,438080,2
280,Malaysia,0.022,49.05165609584215,8529.0,92783947368.0,130.0,0.008,0.3,0.071,75.0,0.3,23925742,1
281,Maldives,0.023,49.05165609584215,576.0,802442810.0,153.0,0.032,0.0,0.13,72.0,0.1,277825,0
282,Mongolia,0.019,49.05165609584215,7884.0,1267997923.0,24.0,0.047,0.0,0.119,67.0,0.1,2419669,0
283,Myanmar,0.02,49.05165609584215,8724.0,15493320082.0,2.0,0.057,0.0,0.15,64.0,0.0,48894203,0
284,Nepal,0.032,49.05165609584215,3454.0,6007061224.0,13.0,0.057,0.0,0.077,64.0,0.0,23655119,0
285,Pakistan,0.03,49.05165609584215,8529.0,72309738921.0,13.0,0.086,0.0,0.119,65.0,0.0,5971526,0
286,Philippines,0.029,49.05165609584215,71052.0,76261998623.0,29.0,0.03,0.0,0.124,70.0,0.2,5971526,1
287,Singapore,0.012,49.05165609584215,49541.0,89285087395.0,526.0,0.003,0.4,0.056,80.0,0.7,4138000,1
288,Sri Lanka,0.018,49.05165609584215,10246.0,15746224410.0,31.0,0.013,0.0,0.194,76.0,0.0,18797000,0
289,Tajikistan,0.03,49.05165609584215,2292.0,1080774006.0,8.0,0.07,0.0,0.211,68.0,0.0,6289340,0
290,Thailand,0.014,49.05165609584215,8529.0,115536405150.0,61.0,0.018,0.1,0.073,75.0,0.1,5971526,1
291,Timor-Leste,0.041,49.05165609584215,8529.0,429700000.0,20.0,0.08,0.1,0.119,62.0,0.5,871353,0
292,Turkmenistan,0.023,49.05165609584215,39270.0,3534771969.0,58.0,0.065,0.0,0.119,68.0,0.0,4551762,0
293,Uzbekistan,0.021,49.05165609584215,8529.0,11401351420.0,24.0,0.052,0.0,0.119,70.0,0.0,24964450,0
294,Vietnam,0.017,49.05165609584215,61140.0,35291349277.0,22.0,0.026,0.0,0.094,79.0,0.0,5971526,1
295,Albania,0.018,49.05165609584215,3223.0,4091020249.0,75.0,0.022,0.0,0.197,78.0,0.1,3064111,2
296,Andorra,0.012,49.05165609584215,524.0,1264760246.0,1294.0,0.004,0.1,0.119,75.0,0.4,68000,2
297,Austria,0.009,49.05165609584215,65716.0,191678678300.0,193.0,0.005,0.4,0.119,82.0,0.8,8042293,1
298,Belarus,0.009,49.05165609584215,52596.0,12354820144.0,83.0,0.01,0.0,0.119,75.0,0.0,9928000,2
299,Belgium,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.3,0.085,81.0,0.7,10286570,2
300,Bosnia and Herzegovina,0.01,49.05165609584215,20700.0,5748990555.0,108.0,0.008,0.0,0.119,77.0,0.1,3879353,2
301,Bulgaria,0.009,49.05165609584215,46454.0,13868600710.0,129.0,0.017,0.1,0.111,75.0,0.2,8020282,2
302,Croatia,0.009,49.05165609584215,20715.0,23052044813.0,376.0,0.007,0.1,0.095,78.0,0.4,4440000,2
303,Cyprus,0.013,49.05165609584215,6846.0,9679304971.0,776.0,0.005,0.2,0.075,80.0,0.3,961481,2
304,Czech Republic,0.009,49.05165609584215,8529.0,64375288107.0,403.0,0.005,0.1,0.072,78.0,0.7,10216605,1
305,Denmark,0.012,49.05165609584215,49035.0,160476161869.0,193.0,0.005,0.4,0.082,79.0,0.7,5358783,1
306,Estonia,0.009,49.05165609584215,15596.0,6240147810.0,218.0,0.008,0.3,0.078,76.0,0.5,1388115,2
307,Faeroe Islands,0.02,49.05165609584215,792.0,1154899793.0,193.0,0.02,0.4,0.119,82.0,0.5,47135,2
308,Finland,0.011,49.05165609584215,56424.0,124642505593.0,193.0,0.003,0.4,0.058,82.0,0.8,5188008,1
309,France,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.3,0.07,83.0,0.6,5971526,2
310,Germany,0.009,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.3,0.1,81.0,0.7,5971526,2
311,Greece,0.009,49.05165609584215,93806.0,129841808535.0,1055.0,0.006,0.1,0.086,81.0,0.7,10951764,1
312,Hungary,0.01,49.05165609584215,57022.0,52720966883.0,374.0,0.009,0.1,0.121,77.0,0.5,10187576,1
313,Iceland,0.014,49.05165609584215,2101.0,7922983043.0,193.0,0.003,0.5,0.18,83.0,0.9,284968,2
314,Ireland,0.015,49.05165609584215,44151.0,105166579628.0,193.0,0.006,0.2,0.048,80.0,0.8,3866243,1
315,Isle of Man,0.02,49.05165609584215,8529.0,1614595291.0,193.0,0.02,0.1,0.119,75.0,0.5,77616,2
316,Italy,0.009,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.3,0.073,83.0,0.9,5971526,2
318,Latvia,0.008,49.05165609584215,6854.0,8313047744.0,215.0,0.014,0.1,0.112,77.0,0.3,2337170,2
319,Liechtenstein,0.012,49.05165609584215,8529.0,2491800559.0,193.0,0.02,0.5,0.119,82.0,0.3,33475,2
320,Lithuania,0.009,49.05165609584215,12919.0,12159225000.0,220.0,0.009,0.1,0.096,78.0,0.3,3470818,2
321,Luxembourg,0.012,49.05165609584215,8801.0,20196868009.0,193.0,0.004,0.4,0.119,81.0,0.9,441525,2
322,"Macedonia, FYR",0.012,49.05165609584215,11998.0,3436961385.0,141.0,0.014,0.0,0.194,76.0,0.1,2065098,2
323,Malta,0.01,49.05165609584215,2486.0,3917620728.0,675.0,0.007,0.2,0.069,81.0,0.6,393028,2
324,Moldova,0.012,49.05165609584215,3715.0,1480656884.0,29.0,0.024,0.0,0.119,71.0,0.1,3631462,2
325,Monaco,0.02,49.05165609584215,8529.0,2671401083.0,193.0,0.004,0.5,0.119,75.0,0.4,32366,2
326,Montenegro,0.013,49.05165609584215,8529.0,1159891560.0,160.0,0.012,0.1,0.119,77.0,0.5,611525,2
327,Netherlands,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.5,0.05,81.0,0.8,16046180,2
328,Norway,0.013,49.05165609584215,41092.0,170922851074.0,193.0,0.004,0.6,0.087,82.0,0.8,4513751,1
329,Poland,0.01,49.05165609584215,8529.0,190420870075.0,292.0,0.008,0.1,0.184,78.0,0.3,38248076,1
330,Portugal,0.011,49.05165609584215,62863.0,120332080537.0,1087.0,0.005,0.2,0.119,80.0,0.8,10362722,1
331,Romania,0.01,49.05165609584215,95672.0,40585886769.0,79.0,0.022,0.0,0.119,75.0,0.2,22131970,1
332,Russian Federation,0.009,49.05165609584215,8529.0,15493320082.0,119.0,0.019,0.0,0.179,72.0,0.1,5971526,2
333,San Marino,0.02,49.05165609584215,8529.0,815205233.0,193.0,0.005,0.5,0.088,84.0,0.6,27467,2
334,Serbia,0.011,49.05165609584215,8529.0,11390468619.0,84.0,0.011,0.1,0.119,75.0,0.5,7503433,2
335,Slovak Republic,0.01,49.05165609584215,39358.0,30318731991.0,216.0,0.01,0.1,0.112,78.0,0.4,5378867,2
336,Slovenia,0.009,49.05165609584215,15163.0,20498926981.0,883.0,0.004,0.3,0.151,80.0,0.7,1992060,2
337,Spain,0.01,49.05165609584215,8529.0,15493320082.0,1089.0,0.005,0.2,0.052,83.0,0.7,40756001,2
338,Sweden,0.01,49.05165609584215,51129.0,227359498891.0,193.0,0.003,0.5,0.056,82.0,0.8,8895960,1
339,Switzerland,0.01,49.05165609584215,42963.0,15493320082.0,193.0,0.005,0.6,0.043,83.0,0.7,7229854,2
340,Turkey,0.021,49.05165609584215,8529.0,196005289695.0,148.0,0.032,0.1,0.119,74.0,0.3,5971526,1
341,Ukraine,0.008,49.05165609584215,8529.0,38009344577.0,44.0,0.015,0.0,0.119,74.0,0.0,48683865,2
342,United Kingdom,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.006,0.3,0.051,80.0,0.8,5971526,2
343,Bahrain,0.021,49.05165609584215,13927.0,8976446420.0,488.0,0.011,0.2,0.107,76.0,0.4,698749,2
344,"Iran, Islamic Rep.",0.018,49.05165609584215,8529.0,115438386682.0,294.0,0.027,0.0,0.119,71.0,0.0,5971526,2
345,Iraq,0.036,49.05165609584215,85342.0,15493320082.0,8.0,0.035,0.0,0.119,73.0,0.5,24516842,0
346,Israel,0.021,49.05165609584215,65749.0,122940533086.0,193.0,0.005,0.2,0.1,81.0,0.9,6439000,1
347,Jordan,0.031,49.05165609584215,16003.0,8972965061.0,184.0,0.023,0.0,0.109,73.0,0.2,4917000,2
348,Kuwait,0.023,49.05165609584215,55122.0,34890773740.0,634.0,0.011,0.1,0.079,74.0,0.4,1980604,1
349,Lebanon,0.018,49.05165609584215,16208.0,17649751244.0,571.0,0.016,0.1,0.172,77.0,0.2,3357600,2
350,Oman,0.023,49.05165609584215,20286.0,19949284975.0,263.0,0.013,0.1,0.092,75.0,0.1,2239025,2
351,Qatar,0.019,49.05165609584215,30363.0,17538461033.0,732.0,0.01,0.1,0.119,78.0,0.3,611808,2
352,Saudi Arabia,0.026,49.05165609584215,8529.0,183012268442.0,397.0,0.019,0.0,0.119,75.0,0.1,20891594,1
353,Syrian Arab Republic,0.03,49.05165609584215,48786.0,21099833784.0,58.0,0.019,0.0,0.09,75.0,0.0,16700984,0
354,United Arab Emirates,0.016,49.05165609584215,101415.0,103311643523.0,815.0,0.009,0.3,0.081,76.0,0.6,3132104,1
355,"Yemen, Rep.",0.039,49.05165609584215,16252.0,9854042165.0,27.0,0.067,0.0,0.175,62.0,0.0,18029989,0
356,American Samoa,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.0,58176,2
357,Australia,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.5,0.087,82.0,0.6,19413000,2
358,Fiji,0.024,49.05165609584215,1115.0,1660102346.0,67.0,0.02,0.0,0.083,70.0,0.1,814700,0
359,French Polynesia,0.02,49.05165609584215,737.0,15493320082.0,193.0,0.02,0.1,0.119,76.0,0.3,241276,2
360,Guam,0.021,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.3,0.119,78.0,0.2,156417,2
361,Kiribati,0.028,49.05165609584215,26.0,63101272.0,67.0,0.053,0.0,0.119,68.0,0.0,84261,0
362,Marshall Islands,0.02,49.05165609584215,81.0,115152143.0,412.0,0.033,0.0,0.119,75.0,0.0,52184,2
363,"Micronesia, Fed. Sts.",0.029,49.05165609584215,176.0,240051900.0,190.0,0.041,0.0,0.153,68.0,0.5,107170,0
364,New Caledonia,0.02,49.05165609584215,1907.0,15493320082.0,193.0,0.02,0.2,0.119,78.0,0.3,217324,2
365,New Zealand,0.014,49.05165609584215,34510.0,53305639461.0,1052.0,0.006,0.5,0.076,81.0,0.6,3880500,1
366,Papua New Guinea,0.035,49.05165609584215,3231.0,3081029666.0,25.0,0.058,0.0,0.162,61.0,0.0,5518971,0
367,Samoa,0.03,49.05165609584215,143.0,243324190.0,79.0,0.018,0.0,0.119,73.0,0.0,175567,0
368,Solomon Islands,0.035,49.05165609584215,172.0,400464593.0,61.0,0.029,0.0,0.146,65.0,0.0,423529,0
369,Tonga,0.028,49.05165609584215,143.0,167042880.0,96.0,0.015,0.0,0.113,73.0,0.0,98504,0
370,Vanuatu,0.032,49.05165609584215,88.0,257926882.0,50.0,0.019,0.0,0.088,70.0,0.0,189285,0
371,Antigua and Barbuda,0.02,49.05165609584215,345.0,778311557.0,429.0,0.013,0.1,0.116,76.0,0.3,78972,2
372,Argentina,0.018,49.05165609584215,8529.0,15493320082.0,676.0,0.018,0.1,0.119,78.0,0.2,37273361,2
373,Aruba,0.014,49.05165609584215,2237.0,1920262570.0,193.0,0.02,0.2,0.121,76.0,0.6,92894,2
374,"Bahamas, The",0.017,49.05165609584215,1569.0,6516651000.0,1107.0,0.013,0.1,0.06,76.0,0.2,303005,2
375,Barbados,0.013,49.05165609584215,1221.0,3112350000.0,635.0,0.015,0.1,0.096,76.0,0.2,268296,2
376,Belize,0.029,49.05165609584215,711.0,871840755.0,160.0,0.021,0.1,0.155,74.0,0.2,245198,0
377,Bermuda,0.013,49.05165609584215,495.0,3680483000.0,193.0,0.02,0.5,0.119,81.0,0.2,62504,2
378,Bolivia,0.031,49.05165609584215,9824.0,8141513292.0,59.0,0.054,0.0,0.201,65.0,0.1,8669066,0
379,Brazil,0.02,49.05165609584215,8529.0,15493320082.0,228.0,0.027,0.0,0.119,74.0,0.2,5971526,1
380,Canada,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.6,0.058,82.0,0.3,31081900,2
381,Cayman Islands,0.02,49.05165609584215,455.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.4,43317,2
382,Chile,0.016,49.05165609584215,52757.0,72336972322.0,348.0,0.009,0.2,0.119,80.0,0.3,15639289,1
383,Colombia,0.023,49.05165609584215,56274.0,98203544965.0,144.0,0.021,0.0,0.207,75.0,0.1,40558648,1
384,Costa Rica,0.02,49.05165609584215,5761.0,16403602943.0,291.0,0.011,0.1,0.119,80.0,0.1,4013488,2
385,Cuba,0.013,49.05165609584215,25453.0,31683300000.0,178.0,0.006,0.0,0.119,79.0,0.0,11175465,2
386,Curacao,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,128905,2
387,Dominica,0.02,49.05165609584215,114.0,330949850.0,236.0,0.013,0.1,0.111,75.0,0.1,69660,2
388,Dominican Republic,0.025,49.05165609584215,20235.0,24894907435.0,173.0,0.032,0.0,0.119,74.0,0.1,8799298,2
389,Ecuador,0.025,49.05165609584215,23447.0,24468324000.0,77.0,0.027,0.0,0.162,77.0,0.1,12780869,0
390,El Salvador,0.024,49.05165609584215,5948.0,13812700000.0,184.0,0.025,0.0,0.119,75.0,0.1,5985299,0
391,Greenland,0.017,49.05165609584215,539.0,1086170639.0,193.0,0.02,0.4,0.119,70.0,0.3,56350,2
392,Grenada,0.019,49.05165609584215,194.0,523279846.0,392.0,0.013,0.1,0.102,73.0,0.1,101849,2
393,Guatemala,0.036,49.05165609584215,10627.0,18702820735.0,105.0,0.039,0.0,0.19,72.0,0.1,11478984,0
394,Guyana,0.022,49.05165609584215,1595.0,696281469.0,54.0,0.038,0.1,0.17,67.0,0.1,747657,0
395,Haiti,0.031,49.05165609584215,1569.0,3507981946.0,23.0,0.073,0.0,0.119,59.0,0.0,8720247,0
396,Honduras,0.031,49.05165609584215,5713.0,7566517572.0,83.0,0.03,0.0,0.119,73.0,0.0,6365040,0
397,Jamaica,0.019,49.05165609584215,10627.0,9104515930.0,178.0,0.02,0.0,0.206,74.0,0.2,2605556,2
398,Mexico,0.024,49.05165609584215,8529.0,15493320082.0,373.0,0.02,0.1,0.128,77.0,0.2,5971526,2
399,Nicaragua,0.027,49.05165609584215,3964.0,5323146568.0,54.0,0.031,0.0,0.186,73.0,0.0,5176685,0
400,Panama,0.024,49.05165609584215,7008.0,11807500000.0,293.0,0.021,0.1,0.11,78.0,0.2,3116409,2
401,Paraguay,0.028,49.05165609584215,3821.0,7662595076.0,107.0,0.027,0.0,0.119,73.0,0.2,5460621,0
402,Peru,0.024,49.05165609584215,27165.0,51295103189.0,96.0,0.028,0.1,0.119,74.0,0.1,26372358,2
403,Puerto Rico,0.015,49.05165609584215,8529.0,69668635000.0,193.0,0.02,0.2,0.119,81.0,0.4,3818774,1
404,Sint Maarten (Dutch part),0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,31189,2
405,St. Kitts and Nevis,0.017,49.05165609584215,183.0,455905602.0,378.0,0.013,0.1,0.111,75.0,0.0,46214,2
406,St. Lucia,0.019,49.05165609584215,363.0,708290496.0,278.0,0.015,0.1,0.13,74.0,0.0,158650,2
408,St. Vincent and the Grenadines,0.019,49.05165609584215,180.0,431017935.0,145.0,0.019,0.1,0.116,73.0,0.1,107989,2
409,Suriname,0.022,49.05165609584215,2266.0,763465571.0,136.0,0.029,0.0,0.119,72.0,0.2,473312,2
410,Trinidad and Tobago,0.015,49.05165609584215,25024.0,8824873156.0,305.0,0.025,0.2,0.157,72.0,0.2,1272347,2
411,Turks and Caicos Islands,0.02,49.05165609584215,15.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,20186,2
412,United States,0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.007,0.5,0.069,79.0,0.4,5971526,2
413,Uruguay,0.016,49.05165609584215,5090.0,20898788420.0,703.0,0.014,0.1,0.119,79.0,0.2,3326762,2
414,"Venezuela, RB",0.023,49.05165609584215,8529.0,122909734601.0,295.0,0.018,0.0,0.225,76.0,0.3,24870441,1
415,Virgin Islands (U.S.),0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.2,0.119,81.0,0.4,108386,2
416,Algeria,0.019,49.05165609584215,90854.0,56760288962.0,65.0,0.032,0.0,0.086,71.0,0.0,32572977,1
417,Angola,0.05,49.05165609584215,12666.0,12497346043.0,33.0,0.02,0.0,0.119,48.0,0.0,14886574,0
418,Benin,0.042,49.05165609584215,2054.0,2807657386.0,16.0,0.085,0.0,0.119,58.0,0.0,7414744,0
419,Botswana,0.026,49.05165609584215,4485.0,5438856515.0,193.0,0.054,0.0,0.162,49.0,0.2,1808976,0
420,Burkina Faso,0.046,49.05165609584215,1005.0,3205592273.0,13.0,0.094,0.0,0.119,52.0,0.0,12296399,0
421,Burundi,0.043,49.05165609584215,220.0,825394484.0,6.0,0.086,0.0,0.195,50.0,0.0,7037727,0
422,Cameroon,0.041,49.05165609584215,3418.0,10879778328.0,31.0,0.087,0.0,0.18,53.0,0.0,16782044,0
423,Central African Republic,0.039,49.05165609584215,246.0,991387865.0,11.0,0.02,0.0,0.18,46.0,0.0,3767248,0
424,Chad,0.051,49.05165609584215,169.0,1987622269.0,18.0,0.104,0.0,0.18,48.0,0.0,8959964,0
425,Comoros,0.039,49.05165609584215,92.0,251162421.0,15.0,0.072,0.0,0.12,60.0,0.5,556028,0
426,"Congo, Dem. Rep.",0.047,49.05165609584215,1544.0,8728037672.0,5.0,0.02,0.0,0.119,48.0,0.0,5971526,0
427,"Congo, Rep.",0.039,49.05165609584215,708.0,3019993723.0,23.0,0.073,0.0,0.18,54.0,0.1,3283719,0
428,Cote d'Ivoire,0.038,49.05165609584215,7286.0,11486664265.0,33.0,0.096,0.0,0.119,47.0,0.1,16674987,0
429,Djibouti,0.029,49.05165609584215,400.0,591122040.0,42.0,0.076,0.0,0.113,59.0,0.0,744434,0
430,"Egypt, Arab Rep.",0.024,49.05165609584215,8529.0,87850680573.0,74.0,0.031,0.0,0.138,71.0,0.1,5971526,1
431,Equatorial Guinea,0.039,49.05165609584215,4980.0,1806742733.0,71.0,0.094,0.0,0.18,49.0,0.1,551399,0
432,Eritrea,0.04,49.05165609584215,605.0,729321364.0,6.0,0.054,0.0,0.119,59.0,0.5,4281576,0
433,Ethiopia,0.042,49.05165609584215,4481.0,7707034813.0,5.0,0.083,0.0,0.087,55.0,0.0,5971526,0
434,Gabon,0.033,49.05165609584215,1778.0,4931503836.0,142.0,0.054,0.0,0.18,61.0,0.2,1285318,0
435,"Gambia, The",0.045,49.05165609584215,315.0,578235310.0,17.0,0.061,0.0,0.119,57.0,0.1,1306667,0
436,Ghana,0.034,49.05165609584215,7437.0,6166197192.0,15.0,0.062,0.0,0.119,58.0,0.0,19786307,0
